timestamp,log exp request recency,log request recency,gdsf,log time recency,number of observations,time recency,log bhr,exp request recency,log gdsf,exp time recency,request recency,frequency,entropy,log size,size,log exp time recency,log frequency
1422472098,5.02772396417,4.624045076,12.3007294796,1.97040375001,5204.53841544,60.1233369292,13.506573799,17032.1284753,5.44628211404,62.7293781383,16645.469795,0.0190974815919,11.9975141256,9.47642795651,565070.437253,1.94501407962,7.0465326652
1422472158,4.81669652089,4.39408014095,14.0948463118,1.89135416971,5616.61812909,56.563364133,13.5971461307,15501.0304746,5.23737994528,57.251577225,15408.5469751,0.0195470983979,11.9577644972,9.41726303799,392611.428475,1.84223807495,6.95610903428
1422472218,5.0284391327,4.61627109807,14.1414200814,2.02562711847,5734.08743441,74.9968089633,13.6365021765,20476.8380856,5.47612793505,76.2387912715,19962.433201,0.0189764209586,11.9265930719,9.55631505578,687960.147355,1.96387064514,7.04933258162
1422472278,5.21393951359,4.82230600632,15.6630219571,2.08960445235,6186.92672267,66.8243529331,13.5792010729,18771.2291591,5.19356508234,70.6782224856,17291.0960186,0.0195704945234,11.9138568941,9.38638307761,526089.476747,2.04743708937,7.03847637207
1422472338,5.21187039965,4.80620070191,15.3124820613,2.09706415189,6106.11272248,77.7003955175,13.4718878344,20367.2394618,5.33923792962,76.9960532558,20229.5390244,0.0184291813253,11.9114938563,9.40556288201,419761.509361,2.06478332035,7.11673416687
1422472398,4.94521211514,4.61639628921,17.712606361,2.08870720873,7058.67324388,83.0739279137,13.4349172039,20391.3281762,5.33365212784,77.1968319242,21539.235267,0.0203851257334,11.9409609313,9.38428466589,341094.514996,1.9710817683,7.09631913481
1422472458,5.18455361656,4.77736529897,21.2411626545,2.10767380979,6762.69642857,82.4229910714,13.52216351,20555.2850777,5.35855684588,78.0598934817,21304.4157366,0.0187100961663,11.9694566755,9.44036017795,527071.132324,2.06340223217,7.14248204284
1422472518,5.20540566103,4.76865602998,20.016194215,2.10442280128,8077.71182134,86.5902647767,13.6281588416,23876.3582446,5.02595376633,91.055587949,22231.021931,0.0214638085495,11.9734910538,9.32705630396,310516.782027,2.0979610777,6.9898051409
1422472578,5.34016441813,4.95451958743,19.4021805712,2.20668209601,8064.73057165,95.3981164384,13.6440055364,25007.7483754,5.12124901127,95.5647814456,24372.5181112,0.0206103190534,11.9663978728,9.38262727385,310890.004742,2.16101231179,7.0608976285
1422472638,5.2153376673,4.77557373072,24.1924889095,2.1162781245,8512.62965039,96.8890212289,13.7422057255,26288.0328224,5.10132251687,100.723904827,24657.9611855,0.0209864045398,11.9046744483,9.42176412118,353107.272753,2.10423396955,7.01145434332
1422472698,4.90320909054,4.49082867552,22.5700394257,2.01767311343,9908.8875211,97.6744513225,13.9879292999,24381.0605205,4.90503344086,93.7418373517,24833.6363956,0.023622799556,11.8766116137,9.4464813704,526153.111002,1.94693606637,6.85023049552
1422472758,5.36959446591,4.88655749196,22.5976218799,2.20442096024,8957.54623464,122.696849042,13.8201412776,33195.4387139,5.25963972464,127.813196908,30973.2267454,0.0206374137026,11.8874619826,9.53989050113,1535368.1211,2.20131573321,7.07325535069
1422472818,5.36123806851,4.9546223829,32.2072532578,2.23686316825,8840.07080196,117.747945016,13.7641737555,28091.8094993,5.21961805036,108.916442134,29572.3853699,0.0196941711471,11.9139502245,9.49189590295,1087849.72391,2.18433707143,7.11591199952
1422472878,5.31330050682,4.90631395718,30.4066095265,2.17684577591,9477.31860334,108.970141914,13.8658526694,27404.8201852,4.99219559033,106.588982636,27179.1367149,0.0204845227417,11.9146965435,9.42902412986,344928.940635,2.14528647103,7.03024161944
1422472938,5.18214141192,4.78063508328,23.5556327107,2.16308226904,9260.80365172,116.122359995,13.7208061207,30070.0762728,5.33965594374,116.819165711,28975.3684426,0.0193947724104,11.9266386497,9.53023103222,524489.675433,2.12064373236,7.1393928475
1422472998,4.91528899318,4.55839919617,24.3036205938,2.12010001394,9683.23214412,130.654230797,13.7939331652,34273.0886091,5.28752346677,133.732108607,32500.6794099,0.0196747079243,11.936701376,9.54072831598,342855.926165,2.00855066971,7.0642072142
1422473058,5.5026396145,5.11176067768,25.5157369212,2.3006981827,9750.54575971,127.289442017,13.6578980337,31772.9248868,5.19373285722,124.521831622,31507.4926214,0.0192401712189,11.9198364811,9.42581544546,312744.373615,2.27517199661,7.20346402794
1422473118,5.87605974154,5.4704119857,22.3848067284,2.52494482309,9211.05686451,217.029157742,13.6555829182,54330.4885643,5.12924775533,211.99334414,54824.5322324,0.0176303769427,11.9684869274,9.39241533678,558301.380363,2.50555129285,7.16872249345
1422473178,5.66017999,5.15210848551,26.1204545234,2.27362143266,9677.02696163,122.304320774,13.7641096129,31795.1127334,5.07435119814,125.202240559,30240.468925,0.0180561132302,11.976561438,9.41923040551,353152.126305,2.33821706413,7.18508330566
1422473238,5.72623268811,5.2628768626,24.7390684029,2.3855392621,9890.19349463,139.605212291,13.6448865222,38531.955778,5.31447662012,151.275257642,34605.8547624,0.0179374455069,12.0332985336,9.47968157116,342486.911751,2.42901900673,7.25469076379
1422473298,6.05945561355,5.57514392989,29.5651486648,2.53701239163,9786.13128212,165.19827046,13.4334382233,55027.6059502,5.26414460642,216.035056028,41379.6276476,0.0172785107196,12.1046621694,9.34879141488,310957.969294,2.64164596281,7.30113531901
1422473358,5.93007391646,5.53221842036,31.7993785445,2.53796195058,11290.6749287,183.891484449,13.8153063146,51132.4921387,4.97746643768,200.627400594,46057.0375526,0.0194148199925,12.1533761171,9.39638637613,328779.312033,2.54191324763,7.115388223
1422473418,5.87240202997,5.38984444334,33.6134961006,2.39923470774,10840.8506095,145.658163625,13.7277940432,39103.6642935,5.06934874718,153.983701397,36379.9014164,0.0181675166951,12.1802210063,9.39857139518,310029.961243,2.47563207414,7.22319386904
1422473478,5.02140070246,4.55398623305,33.1193097208,2.0707442843,11499.4376215,109.434548078,13.4267217712,31416.6656409,5.18698740476,123.766653065,27246.422317,0.0188003886401,12.2212883397,9.306854588,366627.661858,2.08149173101,7.25209981341
1422473538,5.3799010328,4.98911037434,31.4446524954,2.25910983048,11416.2595482,144.268638491,13.5907731811,36622.89887,4.99173689918,144.041244501,36224.6544332,0.0182143626649,12.2704011058,9.29125504016,443544.702055,2.22364070213,7.22894085721
1422473598,5.51214544569,5.05045684162,37.812179935,2.23573485966,14037.3873339,129.98702111,14.3158652606,33616.5217299,4.40928840838,132.827112904,32111.2895231,0.0219030815562,12.2359026661,9.36257683449,343464.880923,2.25512651871,6.85055488541
1422473658,5.82187297968,5.34579601583,35.45918267,2.36940054751,12927.6864355,141.934555777,14.389063927,34893.3061302,4.73011627003,138.410756409,34594.9102348,0.0197802377175,12.1692989796,9.55959009852,438759.893739,2.39713448113,6.98847809688
1422473718,6.2851481369,5.77611888285,40.3161580164,2.60458223697,12197.4456331,152.210946659,13.799254909,55614.4941144,4.62742254365,219.427555864,36644.3782972,0.0182836900105,12.1195460507,9.21333872631,296857.991281,2.705855434,7.16488164379
1422473778,5.77444294971,5.33825232297,37.8362125071,2.37061609314,14230.3247328,151.001548102,14.1491557456,35220.7515695,4.63363339827,140.658443941,36434.6953926,0.0209149541707,12.0961757612,9.39139457195,403434.304313,2.38621125026,7.02469345396
1422473838,6.60338987193,6.06190791669,27.167153263,2.7069878737,11881.7661405,156.193809966,13.6453174826,56031.1564849,4.87570584362,221.74993459,37608.3549366,0.017105248691,12.055331953,9.26051166313,337387.513959,2.88860267378,7.3254279819
